Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Location,DailyRate,HourlyRate,MonthlyRate,EnvironmentSatisfaction,Tenure_Years
24,Yes,Travel_Rarely,Marketing,12,B.Tech,1,Female,4,1,Senior,3,Divorced,72638.0,5,No,23.2,2,3,5,3,3,0,8,5,Pune,718,178,18666,3,0
22,Yes,Travel_Rarely,Sales,28,MBA,5,Male,2,4,Manager,4,Married,188644.0,1,No,13.3,2,3,15,2,1,7,10,6,Pune,1908,64,22614,4,7
33,Yes,Travel_Rarely,Operations,6,MBA,2,Male,4,3,Specialist,1,Divorced,222395.0,3,No,15.5,3,1,18,0,4,5,7,0,Hyderabad,1051,181,16546,4,5
47,Yes,Travel_Frequently,Finance,13,MBA,5,Male,4,5,Manager,2,Single,108207.0,1,No,24.4,2,1,18,1,1,2,1,3,Mumbai,818,67,24530,3,2
25,No,Travel_Frequently,Finance,14,Master's,4,Female,3,1,Senior,3,Divorced,53544.0,5,No,22.3,4,1,2,2,4,0,1,4,Pune,1579,155,44383,2,0
48,No,Travel_Rarely,Admin,16,High School,2,Female,1,2,Executive,1,Divorced,226782.0,1,Yes,14.4,3,2,0,6,4,0,10,7,Kolkata,1373,142,19101,1,0
24,Yes,Travel_Rarely,Marketing,14,PhD,4,Male,4,4,Executive,3,Divorced,179429.0,3,Yes,11.3,2,4,19,0,2,13,4,6,Chennai,963,146,48014,4,13
59,Yes,Travel_Rarely,Finance,2,High School,5,Female,3,2,Analyst,2,Married,51198.0,7,No,20.0,4,4,20,3,4,5,3,10,Chandigarh,1127,72,21602,5,5
43,No,Travel_Frequently,Sales,4,Diploma,4,Female,2,3,Senior,2,Divorced,124718.0,9,Yes,20.7,4,2,8,5,4,8,9,4,Kolkata,1041,152,17976,5,8
35,No,Travel_Rarely,R&D,12,B.Tech,2,Male,2,4,Manager,4,Single,58528.0,5,No,16.5,2,2,21,0,4,6,9,7,Delhi,1894,110,21999,1,6
34,Yes,Non-Travel,Operations,13,High School,2,Female,1,2,Lead,4,Separated,195160.0,3,Yes,23.9,3,3,1,1,1,1,7,1,Delhi,1308,164,16532,4,1
51,No,Travel_Rarely,Admin,12,Bachelor's,5,Female,2,2,Specialist,2,Married,71068.0,3,Yes,24.0,1,1,16,2,1,4,7,1,Chennai,852,170,41650,4,4
28,Yes,Travel_Rarely,Sales,15,B.Tech,5,Male,2,4,Manager,2,Married,106464.0,2,No,15.6,4,3,15,6,2,13,9,4,Chandigarh,1742,74,10485,4,13
30,Yes,Travel_Rarely,Operations,16,Diploma,3,Male,2,4,Associate,4,Married,159218.0,9,Yes,20.0,4,3,13,3,4,2,3,2,Delhi,1485,61,38401,2,2
57,Yes,Travel_Rarely,Operations,4,High School,1,Female,3,3,Lead,3,Divorced,140023.0,3,Yes,22.9,1,4,16,0,4,8,2,4,Kolkata,1066,75,18174,4,8
41,No,Non-Travel,Support,29,MBA,5,Female,1,5,Executive,3,Married,176077.0,5,Yes,15.3,2,3,16,4,3,2,8,7,Chennai,892,163,32320,1,2
35,Yes,Travel_Frequently,Marketing,22,High School,3,Male,4,5,Executive,4,Married,176790.0,6,No,11.2,1,4,1,5,4,1,4,0,Bangalore,967,155,37271,3,1
45,No,Travel_Frequently,Finance,9,Master's,3,Male,2,3,Specialist,1,Married,142601.0,6,Yes,23.2,3,3,20,3,4,13,9,10,Bangalore,503,173,21420,4,13
36,No,Non-Travel,Support,9,MBA,2,Female,2,5,Junior,2,Divorced,184323.0,7,Yes,14.0,3,1,1,5,4,1,1,5,Kolkata,897,146,12741,1,1
48,No,Non-Travel,Admin,4,Master's,1,Female,2,1,Analyst,3,Divorced,226153.0,5,Yes,24.6,3,3,1,6,1,0,1,0,Chennai,774,191,37002,1,0
42,Yes,Travel_Frequently,Support,24,Diploma,3,Male,1,4,Specialist,2,Married,151868.0,2,Yes,13.5,4,4,9,3,1,4,9,10,Chandigarh,1015,115,17449,1,4
29,No,Non-Travel,Sales,18,M.Sc,2,Female,3,3,Specialist,0,Married,219144.0,6,Yes,22.8,3,1,24,4,4,7,10,3,Chandigarh,1046,156,48316,3,7
41,Yes,Travel_Frequently,Engineering,21,High School,3,Male,4,1,Manager,1,Married,206603.0,6,No,21.3,2,3,13,2,1,1,4,6,Kolkata,862,150,10383,5,1
44,Yes,Travel_Rarely,HR,20,High School,5,Female,3,4,Analyst,2,Divorced,26919.0,6,Yes,10.1,1,1,0,1,2,0,4,5,Hyderabad,1889,137,11215,3,0
42,No,Travel_Rarely,Admin,15,Bachelor's,2,Male,1,2,Analyst,4,Single,197189.0,10,Yes,18.0,2,2,24,3,1,8,9,3,Pune,1101,191,39880,1,8
41,Yes,Travel_Frequently,Sales,29,Bachelor's,5,Female,1,5,Associate,4,Married,55472.0,9,Yes,12.3,3,2,19,2,2,7,0,4,Chandigarh,1078,177,41835,3,7
37,Yes,Travel_Rarely,Operations,20,M.Sc,1,Male,4,2,Associate,2,Married,59329.0,8,No,19.5,1,4,15,0,3,5,8,9,Delhi,1549,192,42132,1,5
22,No,Non-Travel,Marketing,29,PhD,4,Female,1,2,Junior,2,Separated,73697.0,0,No,12.7,4,1,24,0,3,4,0,6,Delhi,562,184,28824,1,4
29,No,Travel_Rarely,Operations,7,MBA,5,Female,3,1,Executive,4,Separated,77189.0,6,No,18.9,4,3,18,4,3,4,4,3,Kolkata,1765,101,43559,1,4
32,No,Travel_Rarely,Engineering,20,B.Tech,4,Male,1,5,Junior,3,Separated,186855.0,4,No,20.5,1,4,25,1,1,1,7,7,Chennai,1870,122,47019,2,1
48,Yes,Non-Travel,Admin,19,Master's,1,Male,1,3,Manager,4,Divorced,114783.0,2,No,16.4,3,2,15,3,4,7,5,1,Bangalore,1499,96,28327,3,7
34,Yes,Travel_Frequently,Operations,16,High School,4,Female,3,1,Senior,3,Married,182230.0,6,Yes,16.2,1,4,8,0,3,8,2,10,Bangalore,1778,108,45213,2,8
44,Yes,Travel_Rarely,Support,22,M.Sc,4,Male,4,4,Manager,4,Divorced,56838.0,5,Yes,14.7,2,2,8,3,4,8,5,10,Ahmedabad,1568,150,34634,3,8
26,Yes,Travel_Frequently,Marketing,4,B.Tech,2,Female,3,1,Executive,1,Separated,191515.0,9,Yes,17.8,2,1,0,4,1,0,5,9,Pune,803,77,28453,4,0
44,Yes,Non-Travel,R&D,18,Diploma,2,Male,1,1,Specialist,2,Married,124313.0,0,No,14.2,1,2,11,0,1,1,5,5,Ahmedabad,1313,73,38297,4,1
32,No,Non-Travel,R&D,3,Bachelor's,5,Female,4,2,Analyst,4,Single,135995.0,4,No,23.8,5,2,2,3,4,2,10,3,Pune,921,115,37769,1,2
44,Yes,Travel_Frequently,IT,11,B.Tech,5,Female,4,2,Junior,2,Married,229936.0,4,No,10.6,2,1,12,0,4,3,1,9,Delhi,576,159,46942,4,3
37,No,Travel_Rarely,Engineering,11,MBA,4,Female,3,4,Manager,4,Divorced,27624.0,10,Yes,20.7,4,3,13,6,1,10,9,2,Hyderabad,1591,100,17729,4,10
47,Yes,Non-Travel,Support,10,MBA,5,Female,2,1,Senior,1,Married,25721.0,4,Yes,23.8,4,3,23,5,3,2,2,8,Jaipur,1633,99,28190,1,2
53,No,Travel_Rarely,Operations,8,MBA,5,Female,1,2,Senior,1,Separated,220449.0,2,Yes,23.5,2,2,5,0,1,1,5,2,Kolkata,1689,156,15629,4,1
59,Yes,Non-Travel,Marketing,21,B.Tech,2,Male,1,3,Specialist,3,Married,48352.0,10,Yes,13.8,2,1,2,4,4,2,4,5,Jaipur,572,131,27071,4,2
60,No,Travel_Frequently,Support,12,B.Tech,5,Male,2,3,Manager,1,Separated,159663.0,10,No,24.5,1,1,0,4,1,0,1,0,Bangalore,791,56,32354,1,0
25,No,Travel_Frequently,Sales,21,Diploma,3,Female,3,5,Executive,3,Separated,193709.0,5,No,17.2,3,4,7,2,2,0,1,9,Kolkata,1129,183,38843,3,0
47,No,Travel_Rarely,Admin,17,Bachelor's,2,Male,2,3,Associate,4,Married,147248.0,3,Yes,13.2,1,4,12,0,3,3,2,8,Delhi,1475,79,48096,4,3
31,Yes,Non-Travel,Operations,16,M.Sc,4,Male,2,1,Associate,3,Divorced,201754.0,9,No,14.4,4,2,5,3,2,3,9,4,Chennai,1131,56,48702,2,3
42,No,Non-Travel,Sales,0,High School,2,Male,3,5,Associate,3,Married,66138.0,4,No,12.7,3,4,22,4,3,15,1,6,Delhi,993,111,40174,3,15
34,No,Non-Travel,IT,21,Bachelor's,3,Male,2,3,Executive,4,Divorced,216848.0,8,Yes,23.1,2,3,16,3,3,13,3,9,Ahmedabad,1834,120,34824,3,13
45,Yes,Travel_Frequently,R&D,17,Bachelor's,3,Female,3,2,Junior,1,Divorced,83214.0,8,No,13.0,2,2,11,3,1,11,5,8,Jaipur,1174,129,26677,4,11
59,Yes,Travel_Rarely,Operations,19,Diploma,3,Female,2,1,Specialist,2,Married,54435.0,4,No,21.2,3,3,1,1,2,4,5,5,Kolkata,1522,144,41093,2,4
59,No,Travel_Rarely,Finance,7,Diploma,4,Female,1,4,Executive,4,Separated,217568.0,9,Yes,14.4,1,3,12,5,3,11,2,7,Bangalore,975,169,23321,2,11
29,No,Travel_Frequently,HR,20,MBA,5,Female,2,3,Analyst,1,Divorced,165564.0,2,No,19.8,4,4,12,5,1,0,0,6,Jaipur,997,86,37012,4,0
39,No,Travel_Frequently,Engineering,24,Diploma,5,Female,4,5,Executive,2,Divorced,58143.0,10,Yes,18.3,3,4,18,1,2,11,9,4,Chennai,1924,65,23767,4,11
37,No,Travel_Rarely,Sales,5,Bachelor's,1,Male,2,4,Executive,2,Separated,101654.0,4,Yes,21.7,3,2,19,4,3,4,8,8,Delhi,610,138,36924,4,4
44,Yes,Non-Travel,HR,19,High School,5,Male,1,1,Manager,4,Married,73210.0,4,No,24.5,3,1,12,1,2,11,10,8,Mumbai,1882,86,20969,2,11
43,No,Travel_Frequently,Operations,21,High School,3,Female,3,3,Executive,2,Divorced,156870.0,7,No,24.5,4,1,19,1,1,1,7,7,Chennai,976,162,11210,2,1
36,Yes,Travel_Rarely,HR,22,MBA,2,Male,3,4,Lead,4,Single,159577.0,3,Yes,20.7,3,4,1,3,2,1,0,3,Chennai,886,146,11764,4,1
32,No,Travel_Frequently,R&D,25,High School,3,Male,4,2,Manager,4,Separated,136232.0,7,Yes,11.6,1,2,1,0,3,1,5,4,Delhi,540,52,23213,1,1
60,Yes,Travel_Frequently,Admin,1,Master's,1,Female,3,3,Specialist,1,Married,240764.0,1,Yes,19.7,4,1,18,3,2,15,1,4,Jaipur,557,191,45233,1,15
26,No,Travel_Rarely,Finance,20,M.Sc,2,Male,4,2,Analyst,2,Divorced,363417.75,0,No,12.4,3,2,21,0,2,2,7,10,Pune,1775,69,27127,3,2
39,No,Travel_Frequently,Engineering,6,Master's,5,Male,4,3,Associate,2,Married,196421.0,4,No,13.8,4,1,19,5,4,13,4,5,Ahmedabad,1767,162,19055,2,13
25,Yes,Non-Travel,Engineering,7,B.Tech,1,Female,2,5,Junior,2,Married,133209.0,10,No,19.4,2,1,23,2,4,10,7,6,Mumbai,1924,172,18978,2,10
49,Yes,Non-Travel,IT,7,M.Sc,2,Male,2,4,Analyst,2,Separated,150906.0,2,No,10.2,3,1,20,4,2,5,6,8,Chandigarh,1778,89,18394,2,5
42,No,Travel_Rarely,IT,8,Diploma,5,Male,4,4,Specialist,1,Single,129893.0,1,No,23.1,4,4,11,3,2,10,1,6,Chandigarh,1308,166,47664,2,10
23,No,Non-Travel,Sales,23,High School,1,Female,2,5,Executive,4,Single,28238.0,9,Yes,22.0,1,3,22,5,1,12,0,4,Chandigarh,614,85,24947,3,12
51,Yes,Non-Travel,Sales,25,PhD,4,Female,3,2,Specialist,4,Divorced,98103.0,7,Yes,23.5,3,1,9,2,3,2,8,8,Chandigarh,1329,87,33721,4,2
31,Yes,Travel_Rarely,Support,18,PhD,1,Female,4,5,Analyst,4,Separated,245165.0,0,Yes,10.2,4,1,25,0,1,10,7,10,Jaipur,1453,156,35283,1,10
42,Yes,Travel_Frequently,Operations,0,Master's,5,Female,4,4,Junior,3,Divorced,205296.0,10,No,14.4,1,4,0,2,2,0,7,7,Chennai,1124,132,16307,2,0
40,Yes,Travel_Frequently,Operations,18,M.Sc,5,Male,3,1,Associate,1,Separated,41175.0,4,Yes,24.3,4,1,20,4,1,3,1,8,Hyderabad,697,141,49916,2,3
43,No,Travel_Frequently,Finance,7,High School,4,Female,1,3,Associate,2,Single,45794.0,8,Yes,14.6,3,1,10,4,4,9,0,8,Chandigarh,1750,174,29981,2,9
49,Yes,Travel_Rarely,Finance,1,Master's,2,Female,2,2,Junior,4,Separated,102929.0,6,Yes,24.6,4,1,100,1,2,4,5,7,Chandigarh,1761,169,22072,2,4
42,No,Travel_Rarely,Marketing,21,MBA,4,Male,3,2,Senior,3,Married,47524.0,5,No,15.8,4,1,18,1,1,3,7,1,Kolkata,1802,115,24525,4,3
48,Yes,Non-Travel,IT,9,B.Tech,3,Male,2,5,Associate,2,Married,76177.0,10,No,22.1,1,4,2,5,4,2,1,9,Jaipur,945,52,17308,3,2
57,Yes,Non-Travel,Admin,4,MBA,5,Male,4,1,Analyst,4,Separated,193532.0,9,Yes,24.4,4,4,0,4,3,0,1,2,Jaipur,1114,99,19022,3,0
30,Yes,Non-Travel,R&D,4,B.Tech,1,Male,3,4,Executive,2,Single,120059.0,3,Yes,21.8,4,1,20,0,2,12,3,2,Pune,828,186,20499,3,12
45,Yes,Non-Travel,IT,27,MBA,1,Female,3,3,Manager,1,Single,238635.0,6,No,10.6,1,2,12,6,3,11,1,8,Delhi,707,154,13458,4,11
27,Yes,Non-Travel,Finance,6,MBA,2,Male,2,2,Specialist,1,Divorced,40076.0,7,No,15.8,2,3,21,0,3,7,10,7,Delhi,1934,53,28371,2,7
56,No,Travel_Rarely,HR,28,B.Tech,3,Male,4,3,Lead,3,Divorced,244238.0,8,Yes,14.1,3,4,5,2,1,3,9,7,Delhi,1031,168,10189,1,3
35,No,Travel_Rarely,R&D,8,MBA,4,Female,2,2,Analyst,4,Separated,143508.0,1,Yes,23.1,1,4,4,3,2,0,0,1,Chennai,1628,162,12840,2,0
50,Yes,Travel_Rarely,Engineering,19,Bachelor's,3,Male,4,4,Executive,1,Separated,107552.0,9,Yes,21.8,3,1,6,5,2,3,9,9,Hyderabad,1476,95,14710,4,3
39,No,Travel_Rarely,Support,22,Diploma,3,Male,4,4,Executive,4,Single,93456.0,1,No,14.8,1,2,10,2,4,1,7,3,Pune,1440,137,39216,2,1
27,No,Travel_Frequently,Sales,14,Diploma,4,Male,4,2,Lead,2,Divorced,33713.0,1,No,15.6,2,1,6,5,3,6,8,7,Hyderabad,663,125,48934,1,6
25,Yes,Travel_Frequently,Marketing,6,Bachelor's,1,Female,3,1,Manager,5,Single,175362.0,1,No,13.2,2,1,20,3,3,9,10,2,Bangalore,1987,76,31805,2,9
36,Yes,Travel_Rarely,Sales,2,High School,2,Male,2,1,Manager,2,Divorced,79067.0,10,No,10.7,4,4,24,2,1,0,7,10,Ahmedabad,1342,188,20987,2,0
35,Yes,Travel_Frequently,HR,14,M.Sc,4,Male,3,2,Analyst,4,Single,141122.0,0,No,14.3,2,3,0,6,1,0,9,10,Mumbai,1139,123,43141,2,0
31,No,Travel_Frequently,Finance,26,Bachelor's,4,Male,3,1,Analyst,4,Separated,232456.0,9,No,16.8,2,1,14,4,1,12,9,2,Hyderabad,1747,65,22717,3,12
41,Yes,Travel_Rarely,Support,22,Diploma,5,Female,4,5,Analyst,1,Divorced,29966.0,6,Yes,17.4,2,4,5,2,3,50,9,7,Pune,716,128,38017,4,50
23,No,Non-Travel,HR,9,M.Sc,5,Male,1,1,Junior,1,Single,154729.0,7,No,22.8,1,3,21,5,3,10,8,10,Jaipur,592,114,19443,3,10
47,No,Travel_Rarely,Admin,16,High School,5,Female,1,1,Senior,2,Divorced,112104.0,9,No,11.5,3,3,22,5,4,2,2,2,Kolkata,1392,114,42893,5,2
29,No,Non-Travel,HR,11,Master's,5,Female,3,4,Manager,2,Divorced,171893.0,0,Yes,16.6,1,1,7,2,3,4,3,6,Bangalore,1807,162,27479,1,4
28,Yes,Non-Travel,Support,13,Bachelor's,4,Female,4,2,Executive,2,Single,209121.0,5,No,24.0,4,2,14,6,4,1,1,0,Jaipur,513,151,45004,4,1
58,Yes,Non-Travel,Engineering,25,M.Sc,1,Female,3,1,Associate,1,Married,108056.0,2,Yes,12.7,2,3,5,4,4,3,7,2,Mumbai,739,92,14066,3,3
32,Yes,Travel_Rarely,Sales,2,Master's,4,Male,2,5,Associate,4,Divorced,186308.0,2,Yes,13.4,3,1,14,0,1,0,0,6,Mumbai,1462,195,46374,4,0
24,Yes,Non-Travel,Marketing,19,Diploma,5,Female,2,3,Manager,2,Separated,73627.0,3,No,24.9,2,1,21,4,1,1,4,1,Chandigarh,948,119,29190,1,1
42,No,Non-Travel,Finance,10,B.Tech,1,Female,1,2,Associate,2,Divorced,0.0,6,Yes,14.4,1,4,7,4,4,2,1,9,Ahmedabad,1055,63,30740,4,2
34,Yes,Travel_Rarely,Admin,16,M.Sc,5,Male,1,2,Associate,2,Single,92265.0,3,Yes,11.9,1,4,0,0,2,0,2,4,Delhi,610,154,25083,1,0
30,Yes,Travel_Rarely,Sales,8,Bachelor's,4,Male,1,4,Manager,1,Single,42655.0,1,No,24.3,4,1,25,1,1,4,0,4,Hyderabad,1836,185,14451,2,4
57,No,Travel_Rarely,R&D,11,M.Sc,3,Male,1,5,Associate,4,Single,245845.0,8,Yes,17.7,3,4,13,5,2,5,5,0,Kolkata,1221,125,38024,3,5
31,Yes,Non-Travel,Support,15,M.Sc,4,Female,4,2,Junior,4,Separated,234206.0,10,Yes,16.6,4,4,16,4,2,14,9,8,Jaipur,1932,95,19415,2,14
38,No,Travel_Rarely,Sales,6,Master's,2,Female,3,5,Executive,2,Separated,178154.0,9,No,19.8,2,2,14,1,1,10,1,10,Chandigarh,1616,123,48058,2,10
34,No,Travel_Frequently,IT,10,High School,1,Female,4,4,Associate,3,Separated,143997.0,1,Yes,18.5,3,2,11,6,1,6,2,4,Ahmedabad,1595,166,42903,2,6
30,No,Travel_Rarely,R&D,21,Diploma,2,Male,2,5,Senior,4,Married,179704.0,10,No,23.5,2,2,0,6,2,0,1,10,Kolkata,1748,95,17756,4,0
32,Yes,Travel_Frequently,Marketing,9,Bachelor's,1,Female,2,3,Specialist,4,Divorced,221368.0,9,No,19.9,2,1,20,5,1,10,6,9,Bangalore,1715,90,28268,4,10
51,No,Non-Travel,R&D,19,High School,1,Male,4,4,Analyst,3,Separated,234351.0,6,Yes,24.8,2,2,11,6,3,11,10,3,Pune,1065,177,25663,1,11
46,Yes,Travel_Frequently,Finance,13,Master's,3,Male,1,4,Junior,4,Separated,76331.0,0,No,21.2,2,4,1,6,1,0,7,1,Ahmedabad,823,177,22774,2,0
45,Yes,Travel_Frequently,Sales,5,B.Tech,5,Male,3,4,Manager,1,Separated,215613.0,4,No,10.0,4,2,3,2,2,3,7,6,Jaipur,574,200,37431,4,3
29,No,Travel_Rarely,HR,30,Master's,3,Male,2,4,Manager,3,Divorced,188279.0,1,No,15.2,2,3,10,2,3,5,9,3,Chennai,1706,87,19132,3,5
43,No,Travel_Rarely,Support,19,Bachelor's,1,Male,1,3,Senior,2,Divorced,90782.0,9,No,13.5,2,1,0,3,1,0,6,6,Chandigarh,1373,52,18521,0,0
36,No,Non-Travel,Sales,29,High School,1,Female,2,4,Manager,3,Separated,87854.0,1,Yes,14.0,2,4,22,4,1,6,2,10,Ahmedabad,1257,98,30418,1,6
25,Yes,Travel_Rarely,Admin,27,PhD,5,Female,4,5,Senior,2,Married,49633.0,3,Yes,21.3,2,1,18,5,4,6,4,6,Pune,1075,200,15456,4,6
54,No,Travel_Rarely,Marketing,17,M.Sc,1,Male,2,4,Manager,4,Single,224223.0,0,No,15.0,1,3,-5,0,1,14,3,7,Jaipur,1387,90,45577,4,14
47,No,Travel_Frequently,Admin,20,PhD,2,Male,3,5,Manager,4,Separated,153361.0,3,Yes,18.6,4,4,1,2,3,0,10,3,Jaipur,1321,127,41775,1,0
33,No,Non-Travel,Sales,24,PhD,1,Female,3,4,Specialist,1,Married,123774.0,8,No,20.1,1,3,13,6,1,6,0,10,Ahmedabad,739,90,30134,2,6
46,Yes,Travel_Rarely,Engineering,12,MBA,4,Female,2,1,Manager,3,Single,136783.0,4,No,23.2,1,1,10,2,2,2,4,9,Kolkata,1155,82,35975,2,2
58,No,Travel_Rarely,HR,14,MBA,4,Female,3,5,Senior,3,Separated,197289.0,9,Yes,13.0,2,1,6,3,4,4,5,6,Chandigarh,1323,114,10878,4,4
56,No,Travel_Rarely,Operations,23,Bachelor's,4,Female,3,5,Executive,4,Single,167485.0,8,No,22.8,4,3,2,3,2,1,0,3,Mumbai,1617,118,29514,1,1
49,No,Non-Travel,Finance,10,High School,5,Male,2,3,Manager,3,Single,243236.0,5,Yes,12.1,4,4,12,5,4,11,9,0,Mumbai,887,162,49188,2,11
26,Yes,Travel_Frequently,Support,22,MBA,3,Male,2,1,Specialist,4,Divorced,155295.0,1,No,17.3,1,4,14,4,4,14,2,2,Pune,1900,83,23824,1,14
50,Yes,Travel_Rarely,Engineering,29,MBA,1,Female,3,4,Analyst,3,Married,67576.0,3,Yes,21.5,1,2,8,4,2,1,0,3,Kolkata,1339,77,25996,4,1
57,No,Travel_Rarely,Engineering,11,High School,5,Male,3,5,Manager,1,Single,125881.0,0,No,13.7,1,3,7,1,4,2,8,6,Ahmedabad,1481,91,20130,1,2
38,No,Non-Travel,Marketing,20,PhD,2,Male,3,3,Junior,3,Single,203679.0,4,Yes,11.1,2,4,100,5,1,1,8,4,Jaipur,744,144,21303,4,1
24,Yes,Non-Travel,Admin,17,Diploma,2,Female,1,1,Manager,4,Separated,121603.0,9,No,12.7,3,4,8,5,4,8,4,0,Kolkata,1850,52,48045,1,8
29,Yes,Travel_Rarely,Support,28,Bachelor's,3,Female,4,1,Associate,1,Married,244455.0,6,Yes,23.7,4,4,2,4,4,0,4,2,Chennai,824,54,11469,2,0
40,No,Travel_Frequently,Finance,10,Diploma,5,Female,1,4,Specialist,2,Divorced,162857.0,4,No,16.8,3,3,5,2,1,2,5,2,Ahmedabad,1610,79,29358,1,2
57,Yes,Travel_Frequently,Finance,11,PhD,2,Male,1,4,Associate,1,Separated,183422.0,5,No,21.1,4,3,0,0,1,0,5,7,Jaipur,1504,152,39803,3,0
29,Yes,Travel_Rarely,IT,13,Bachelor's,4,Male,3,2,Lead,2,Single,172553.0,3,Yes,19.9,1,1,10,1,3,10,5,0,Bangalore,1170,154,30114,4,10
30,No,Travel_Rarely,Marketing,2,High School,3,Male,3,4,Manager,3,Single,137240.0,1,No,17.3,10,4,19,6,4,11,6,0,Chandigarh,1491,58,33768,2,11
24,Yes,Travel_Rarely,Finance,20,MBA,4,Female,2,2,Analyst,4,Married,147648.0,10,Yes,13.7,1,3,7,3,3,3,9,7,Jaipur,1817,79,25843,1,3
58,No,Non-Travel,Finance,9,M.Sc,3,Female,1,3,Executive,1,Single,85928.0,9,Yes,22.3,2,2,15,0,4,4,0,4,Kolkata,827,66,49407,1,4
57,Yes,Travel_Frequently,HR,10,B.Tech,5,Male,3,5,Manager,4,Single,91946.0,2,No,16.2,3,1,11,1,2,3,4,9,Chennai,862,82,12757,4,3
31,No,Non-Travel,HR,14,PhD,5,Female,3,4,Associate,2,Divorced,239113.0,0,Yes,16.7,2,1,20,5,1,13,1,6,Pune,828,194,30440,4,13
39,No,Non-Travel,Operations,3,MBA,5,Female,3,4,Executive,1,Separated,162124.0,9,Yes,12.0,4,4,3,2,2,3,4,10,Jaipur,1415,56,10367,1,3
49,No,Travel_Rarely,Finance,11,Diploma,3,Male,1,3,Lead,4,Single,98747.0,3,Yes,24.0,3,2,25,3,4,0,8,1,Chandigarh,627,186,18210,4,0
52,No,Non-Travel,Support,11,Bachelor's,5,Male,1,2,Lead,3,Single,239785.0,3,No,23.6,1,4,9,2,2,7,0,8,Mumbai,1373,128,28697,4,7
54,No,Non-Travel,Finance,22,Master's,5,Female,4,1,Manager,4,Married,98323.0,0,No,18.7,3,1,19,4,1,4,10,9,Ahmedabad,1804,70,25288,1,4
52,Yes,Travel_Frequently,Engineering,3,M.Sc,2,Male,3,5,Analyst,4,Married,220787.0,8,No,20.7,1,1,11,1,2,4,3,9,Mumbai,1324,87,37383,3,4
52,No,Non-Travel,Admin,1,B.Tech,5,Male,1,2,Junior,1,Separated,80724.0,2,No,13.0,2,2,4,2,2,1,3,9,Ahmedabad,1764,141,14431,1,1
35,Yes,Travel_Frequently,Admin,4,B.Tech,4,Male,1,4,Junior,1,Single,108055.0,10,Yes,11.3,1,3,2,3,2,2,2,10,Jaipur,839,157,17233,2,2
57,No,Travel_Rarely,Sales,3,Bachelor's,3,Female,4,2,Executive,1,Married,192917.0,6,No,10.3,3,1,16,3,3,8,2,4,Pune,1154,150,34175,4,8
37,No,Travel_Frequently,Operations,20,PhD,3,Female,4,2,Junior,2,Single,148312.0,1,No,23.8,4,3,1,2,1,0,6,1,Mumbai,1250,61,21120,4,0
55,Yes,Non-Travel,R&D,25,M.Sc,4,Male,3,3,Specialist,3,Divorced,92457.0,3,Yes,15.2,4,1,4,5,1,4,0,7,Mumbai,1047,80,41547,2,4
39,No,Travel_Frequently,HR,10,Bachelor's,1,Male,4,4,Lead,4,Married,249448.0,9,No,20.8,1,2,12,4,3,10,1,1,Kolkata,1263,151,33890,1,10
39,Yes,Non-Travel,Support,24,Diploma,1,Female,1,3,Senior,1,Single,97071.0,0,Yes,18.7,1,4,10,2,3,9,5,4,Hyderabad,682,73,44711,3,9
54,No,Travel_Rarely,Finance,10,B.Tech,1,Male,2,2,Specialist,4,Separated,104585.0,0,No,17.5,4,4,1,0,2,0,3,4,Ahmedabad,599,86,29427,3,0
31,Yes,Non-Travel,Operations,22,M.Sc,5,Female,4,2,Senior,1,Divorced,161485.0,7,No,10.4,4,3,10,3,4,9,7,3,Ahmedabad,1670,166,32351,1,9
53,Yes,Non-Travel,Sales,27,High School,2,Male,3,3,Associate,3,Divorced,178765.0,2,No,21.3,4,2,12,6,1,7,9,1,Jaipur,1297,139,45116,3,7
41,No,Non-Travel,Admin,10,Bachelor's,3,Female,3,2,Associate,4,Divorced,-5000.0,4,No,10.0,3,3,1,2,1,0,10,2,Chennai,1533,173,24788,3,0
34,No,Travel_Rarely,Support,14,PhD,5,Male,4,2,Senior,2,Married,163756.0,6,No,19.9,3,3,8,4,4,5,10,5,Hyderabad,1024,85,46069,3,5
24,Yes,Non-Travel,Engineering,14,High School,1,Female,2,3,Specialist,4,Divorced,-5000.0,10,Yes,17.0,1,3,6,3,3,4,2,6,Bangalore,819,132,43700,2,4
29,Yes,Non-Travel,Engineering,10,Master's,2,Male,4,5,Analyst,2,Married,65499.0,6,No,13.3,3,2,0,5,3,0,5,10,Ahmedabad,1285,60,13952,2,0
41,Yes,Travel_Frequently,HR,5,Bachelor's,3,Male,3,3,Specialist,1,Single,26505.0,2,Yes,21.4,4,4,10,3,3,8,1,2,Ahmedabad,740,67,24419,4,8
43,Yes,Non-Travel,Finance,12,Master's,1,Female,2,4,Analyst,3,Single,189485.0,4,No,19.8,1,3,17,0,3,4,4,10,Chennai,591,155,31554,1,4
